Title,Description,Expiration Date,year
High Pressure Boron Vaporization Synthesis Of Few-Walled Boron Nitride Nanotube Fibers,High Pressure Boron Vaporization Synthesis Of Few-Walled Boron Nitride Nanotube Fibers,2030-01-01,2030
Quick Change Ceramic Flame Holder for High Output Torch,Quick Change Ceramic Flame Holder for High Output Torch,2030-01-01,2030
Progressive Band Selection for Hyperspectral Images,Progressive Band Selection for Hyperspectral Images,2030-01-01,2030
Non-scanning laser 3D imager,Non-scanning laser 3D imager,2030-01-01,2030
SpaceCube Demonstration Platform,SpaceCube Demonstration Platform,2030-01-01,2030
A Self-Stabilizing Byzantine-Fault-Tolerant Clock Synchronization Protocol,A Self-Stabilizing Byzantine-Fault-Tolerant Clock Synchronization Protocol,2030-01-01,2030
Local Intelligence Based Impedance Optimization Scheme for Adaptive Noise Reduction,Local Intelligence Based Impedance Optimization Scheme for Adaptive Noise Reduction,2030-01-01,2030
Automatic Extraction of Planetary Image Features,Automatic Extraction of Planetary Image Features,2030-01-01,2030
Novel Superconducting Transition Edge Sensor Design,Novel Superconducting Transition Edge Sensor Design,2030-01-01,2030
Novel Superconducting Transition Edge Sensor Design,Novel Superconducting Transition Edge Sensor Design,2030-01-01,2030
Expandable Reconfigurable Instrument Node - Web Sensor Strand Demonstration,Expandable Reconfigurable Instrument Node - Web Sensor Strand Demonstration,2030-01-01,2030
Crossed Small Deflection Energy Analyzer (SDEA) for Wind/Temperature Spectrometer (WTS),Crossed Small Deflection Energy Analyzer (SDEA) for Wind/Temperature Spectrometer (WTS),2030-01-01,2030
Dual-Mode Hybrid-Engine (DMH-Engine): A Next-Generation Electric Propulsion Thruster,Dual-Mode Hybrid-Engine (DMH-Engine): A Next-Generation Electric Propulsion Thruster,2030-01-01,2030
Wireless Electrical Applications/Devices Using floating Electrodes Electromagnetically Coupled to Open-Circuit Devices,Wireless Electrical Applications/Devices Using floating Electrodes Electromagnetically Coupled to Open-Circuit Devices,2030-01-01,2030
"Miniature, Low-Power X-Ray Tube Using A Microchannel Electron Generator Electron Source","Miniature, Low-Power X-Ray Tube Using A Microchannel Electron Generator Electron Source",2030-01-01,2030
Real-time Interactive Sonic Boom Display,Real-time Interactive Sonic Boom Display,2030-01-01,2030
A Method And System For Multi-Player Game Playing Where Physiological Characteristics Of The Players Modulate Their Relative Advantage Over Opponents Or Competitors,A Method And System For Multi-Player Game Playing Where Physiological Characteristics Of The Players Modulate Their Relative Advantage Over Opponents Or Competitors,2030-01-01,2030
Fail Safe High-Temperature Composite Structure,Fail Safe High-Temperature Composite Structure,2030-01-01,2030
Fabrication of Metal Nanoshells Derived by a Biotemplate,Fabrication of Metal Nanoshells Derived by a Biotemplate,2030-01-01,2030
New Configuration and Power Technology for Application-Specific Scenarios of High Altitude Airships,New Configuration and Power Technology for Application-Specific Scenarios of High Altitude Airships,2030-01-01,2030
Computational Visual Servo:Automatic Measurement and Control for Smart Image Enhancement,Computational Visual Servo:Automatic Measurement and Control for Smart Image Enhancement,2030-01-01,2030
MICRO-RING THIN-FILM SPECTROMETER ARRAY,MICRO-RING THIN-FILM SPECTROMETER ARRAY,2030-01-01,2030
Method of Making a Composite Panel Having Subsonic Transverse Wave Speed Characteristics (Continuation of LAR 16535-1),Method of Making a Composite Panel Having Subsonic Transverse Wave Speed Characteristics (Continuation of LAR 16535-1),2030-01-01,2030
Phase Retrieval for Radio Telescope and Antenna Control,Phase Retrieval for Radio Telescope and Antenna Control,2030-01-01,2030
Control Device And Method For Generating Control Signals For Technical Devices,Control Device And Method For Generating Control Signals For Technical Devices,2030-01-01,2030
ADR Salt Pill Design And Crystal Growth Process For Hydrated Magnetic Salts,ADR Salt Pill Design And Crystal Growth Process For Hydrated Magnetic Salts,2030-01-01,2030
Extreme Low Frequency Acoustic Measurement Portable System,Extreme Low Frequency Acoustic Measurement Portable System,2030-01-01,2030
Sampling and Reconstruction of the Sinc(x) Function,Sampling and Reconstruction of the Sinc(x) Function,2030-01-01,2030
"Ultra High-Temperature, Lightweight Insulation Material Compositions And Methods For Making And Using Them","Ultra High-Temperature, Lightweight Insulation Material Compositions And Methods For Making And Using Them",2030-01-01,2030
Unsteady aerodynamic reduced-order models (ROMs) for efficient aeroelastic analysis,Unsteady aerodynamic reduced-order models (ROMs) for efficient aeroelastic analysis,2030-01-01,2030
Standardized Radiation Shield Design Method: 2005 HZETRN,Standardized Radiation Shield Design Method: 2005 HZETRN,2030-01-01,2030
Fast Tracking Methods and Systems for Air Traffic Modeling Using a Monotonic Lagrangian Grid (US Naval Research Laboratory ref: 100148-US2),Fast Tracking Methods and Systems for Air Traffic Modeling Using a Monotonic Lagrangian Grid (US Naval Research Laboratory ref: 100148-US2),2030-01-01,2030
Exfoliation of Hexagonal Boron Nitride,Exfoliation of Hexagonal Boron Nitride,2030-01-01,2030
Method for Closed Loop Process Control for Electron Beam Freeform Fabrication and Deposition Processes,Method for Closed Loop Process Control for Electron Beam Freeform Fabrication and Deposition Processes,2031-01-01,2031
Non-collinear Valve Actuator,Non-collinear Valve Actuator,2031-01-01,2031
Reconfigurable Peripheral Component Interconnect local bus controller and target design.,Reconfigurable Peripheral Component Interconnect local bus controller and target design.,2031-01-01,2031
"FRET-Aptamer Assays for C-Telopeptide, Creatinine and Vitamin D","FRET-Aptamer Assays for C-Telopeptide, Creatinine and Vitamin D",2031-01-01,2031
An Instrument Suite for the Vertical Characterization of the Ionosphere-Thermosphere System from 100 km to 700km Altitude,An Instrument Suite for the Vertical Characterization of the Ionosphere-Thermosphere System from 100 km to 700km Altitude,2031-01-01,2031
Z-Shields from Fiber Metal Laminate,Z-Shields from Fiber Metal Laminate,2031-01-01,2031
Deployable Fresnel Rings,Deployable Fresnel Rings,2031-01-01,2031
Wireless Temperature Sensor Having No Electrical Connections and Sensing Method for Use Therewith,Wireless Temperature Sensor Having No Electrical Connections and Sensing Method for Use Therewith,2031-01-01,2031
3-D Super Resolution Algorithm for Flash LIDAR Image Enhancement,3-D Super Resolution Algorithm for Flash LIDAR Image Enhancement,2031-01-01,2031
"Time Shifted PN Codes for CW LIDAR, RADAR, and SONAR","Time Shifted PN Codes for CW LIDAR, RADAR, and SONAR",2031-01-01,2031
"Drain System for Pools, Spas, and Tanks. (Reference MFS 32612-1)","Drain System for Pools, Spas, and Tanks. (Reference MFS 32612-1)",2031-01-01,2031
Variable Power Handheld Laser Torch for Joining Processes,Variable Power Handheld Laser Torch for Joining Processes,2031-01-01,2031
FRICTION MANAGEMENT USING SOLVENT PARTITIONING OF SINGLE ELEMENT AND MULTI-ELEMENT HYDROPHILIC SURFACE-INTERACTIVE CHEMICALS CONTAINED IN HYDROPHILIC TARGETED EMULSIONS,FRICTION MANAGEMENT USING SOLVENT PARTITIONING OF SINGLE ELEMENT AND MULTI-ELEMENT HYDROPHILIC SURFACE-INTERACTIVE CHEMICALS CONTAINED IN HYDROPHILIC TARGETED EMULSIONS,2031-01-01,2031
Variably Pulsed High Power Ultrasonic (HPU) Energy for Ultrasonic Stir Welding (USW),Variably Pulsed High Power Ultrasonic (HPU) Energy for Ultrasonic Stir Welding (USW),2031-01-01,2031
Z-Shields from Fiber Metal Laminate,Z-Shields from Fiber Metal Laminate,2031-01-01,2031
Domain Decomposition By the Advancing-Partition Method for Parallel Unstructured Grid Generation,Domain Decomposition By the Advancing-Partition Method for Parallel Unstructured Grid Generation,2031-01-01,2031
Conical Seat Shut Off Valve,Conical Seat Shut Off Valve,2031-01-01,2031
Sub-Surface Windscreen for Outdoor Measurement of Infrasound,Sub-Surface Windscreen for Outdoor Measurement of Infrasound,2031-01-01,2031
Wireless Temperature Sensor Having No Electrical Connections and Sensing Method For Use Therewith,Wireless Temperature Sensor Having No Electrical Connections and Sensing Method For Use Therewith,2031-01-01,2031
Tunable damper capable of tailoring the structural damping for individual modes of vibration using minimal space and minimal impact on the system frequencies and mode shapes.,Tunable damper capable of tailoring the structural damping for individual modes of vibration using minimal space and minimal impact on the system frequencies and mode shapes.,2031-01-01,2031
Blended Cutout Flap Design for the Reduction of Jet-Flap Interaction Noise,Blended Cutout Flap Design for the Reduction of Jet-Flap Interaction Noise,2031-01-01,2031
"Systems, Apparatuses, and Methods for Using Durable Adhesively Bonded Joints for Sandwich Structures","Systems, Apparatuses, and Methods for Using Durable Adhesively Bonded Joints for Sandwich Structures",2031-01-01,2031
Electroactive polymer fibers for structural health monitoring.,Electroactive polymer fibers for structural health monitoring.,2031-01-01,2031
Thermally-Activated Crack Healing Mechanism for Metallic Materials,Thermally-Activated Crack Healing Mechanism for Metallic Materials,2031-01-01,2031
FLEXible Side Edge Link (FLEXSEL) for Trailing-Edge Flap Aeroacoustic Noise Reduction,FLEXible Side Edge Link (FLEXSEL) for Trailing-Edge Flap Aeroacoustic Noise Reduction,2031-01-01,2031
Microwave Tissue Welding For Wound Closure,Microwave Tissue Welding For Wound Closure,2031-01-01,2031
Realtime 3-D Image Processing and Enhancement,Realtime 3-D Image Processing and Enhancement,2031-01-01,2031
Negative Dielectric Constant Material Based on Ion Conducting Materials,Negative Dielectric Constant Material Based on Ion Conducting Materials,2031-01-01,2031
Asymmetric Dielectric Elastomer Composite Material,Asymmetric Dielectric Elastomer Composite Material,2031-01-01,2031
Pulsed Ultrasonic Stir Welding Method,Pulsed Ultrasonic Stir Welding Method,2031-01-01,2031
"Assessment and Calibration of Crimp Tool Equipped with Ultrasonic Analysis, including Phantom Construction","Assessment and Calibration of Crimp Tool Equipped with Ultrasonic Analysis, including Phantom Construction",2031-01-01,2031
Extended Range RFID and Sensor Tag,Extended Range RFID and Sensor Tag,2031-01-01,2031
Electrodeposited Nickel-Cobalt Alloy Development,Electrodeposited Nickel-Cobalt Alloy Development,2031-01-01,2031
Otoacoustic Protection In Biologically-Inspired Systems,Otoacoustic Protection In Biologically-Inspired Systems,2031-01-01,2031
A compact sensor for in-situ measurements of gas leaks,A compact sensor for in-situ measurements of gas leaks,2031-01-01,2031
Integrated Exciter/Igniter,Integrated Exciter/Igniter,2031-01-01,2031
A Source Coupled N Channel JFET Based Digital Logic Gate Structure Using Resistive Level Shifters and Having Direct Application to High Temperature Silicon Carbide Electronics,A Source Coupled N Channel JFET Based Digital Logic Gate Structure Using Resistive Level Shifters and Having Direct Application to High Temperature Silicon Carbide Electronics,2031-01-01,2031
"A Novel Wideband GaN MMIC Distributed Amplifier Based Microwave Power Module for Space Communications, Navigation, and Radar","A Novel Wideband GaN MMIC Distributed Amplifier Based Microwave Power Module for Space Communications, Navigation, and Radar",2031-01-01,2031
Advanced High Performance Horizontal Piezoelectric Hybrid Synthetic Jet Actuator (ASJA-H),Advanced High Performance Horizontal Piezoelectric Hybrid Synthetic Jet Actuator (ASJA-H),2031-01-01,2031
Large Strain Transparent Magneto-active Polymer Nanocomposites,Large Strain Transparent Magneto-active Polymer Nanocomposites,2031-01-01,2031
Advanced Modified High Performance Synthetic Jet Actuator With Optimized Curvature Shape Chamber (ASJA-M),Advanced Modified High Performance Synthetic Jet Actuator With Optimized Curvature Shape Chamber (ASJA-M),2031-01-01,2031
Short Range Antenna / Close Proximity Transmitter and Receiver,Short Range Antenna / Close Proximity Transmitter and Receiver,2031-01-01,2031
Extension Of DAMAS Phased Array Processing For Spatial Coherence Determination (DAMAS-C),Extension Of DAMAS Phased Array Processing For Spatial Coherence Determination (DAMAS-C),2031-01-01,2031
Otoacoustic Protection In Biologically-Inspired Systems,Otoacoustic Protection In Biologically-Inspired Systems,2031-01-01,2031
"Magnetically-Conformed, Variable Area Discharge Chamber for Hall Thruster Plasma Accelerators","Magnetically-Conformed, Variable Area Discharge Chamber for Hall Thruster Plasma Accelerators",2031-01-01,2031
Micro-Organ Device,Micro-Organ Device,2031-01-01,2031
G6 Flywheel Design,G6 Flywheel Design,2031-01-01,2031
Use of Beam Deflection to Control Electron Beam Wire Deposition Processes,Use of Beam Deflection to Control Electron Beam Wire Deposition Processes,2031-01-01,2031
"Textured Si Anode for High Capacity, Rapid Charge Rate Li Ion Batteries","Textured Si Anode for High Capacity, Rapid Charge Rate Li Ion Batteries",2031-01-01,2031
Photonic DART (Densely Accumulated Ray-point by micro-zone-plaTe),Photonic DART (Densely Accumulated Ray-point by micro-zone-plaTe),2031-01-01,2031
Flash Infrared (IR) Thermography Contrast Computer Simulation And Data Analysis Software,Flash Infrared (IR) Thermography Contrast Computer Simulation And Data Analysis Software,2031-01-01,2031
"High Speed, Compliant, Planetary Flywheel Touchdown Bearing","High Speed, Compliant, Planetary Flywheel Touchdown Bearing",2031-01-01,2031
Otoacoustic Protection In Biologically-Inspired Systems,Otoacoustic Protection In Biologically-Inspired Systems,2031-01-01,2031
Hybrid Bandgap Engineering for Rhombohedral Super-Hetero-Epitaxy,Hybrid Bandgap Engineering for Rhombohedral Super-Hetero-Epitaxy,2031-01-01,2031
A Radio Frequency Tank Eigenmode Sensor For Propellant Quantity Gauging,A Radio Frequency Tank Eigenmode Sensor For Propellant Quantity Gauging,2031-01-01,2031
Wireless Chemical Sensing Using Changes To An Electrically Conductive Reactant Within Sensor's Magnetic Field,Wireless Chemical Sensing Using Changes To An Electrically Conductive Reactant Within Sensor's Magnetic Field,2031-01-01,2031
NEW RHOMBOHEDRAL ALIGNMENT OF CUBIC SEMICONDUCTOR ON TRIGONAL SUBSTRATE AT A HIGH TEMPERATURE,NEW RHOMBOHEDRAL ALIGNMENT OF CUBIC SEMICONDUCTOR ON TRIGONAL SUBSTRATE AT A HIGH TEMPERATURE,2031-01-01,2031
Hermetic Seal Leak Detection Apparatus,Hermetic Seal Leak Detection Apparatus,2031-01-01,2031
Mars Airplane,Mars Airplane,2031-01-01,2031
Extraction of Water from the Soil of Space Bodies Using Microwave processes,Extraction of Water from the Soil of Space Bodies Using Microwave processes,2031-01-01,2031
Cryogenic and Non-Cryogenic Optical Liquid Level Instrument for Stratified Conditions,Cryogenic and Non-Cryogenic Optical Liquid Level Instrument for Stratified Conditions,2031-01-01,2031
Architecture Of An Autonomous Radio,Architecture Of An Autonomous Radio,2031-01-01,2031
Refinement of the HSEG Algorithm for Improved Computational Processing Efficiency,Refinement of the HSEG Algorithm for Improved Computational Processing Efficiency,2031-01-01,2031
Magnetostrictive Force-to-Angle Sensor,Magnetostrictive Force-to-Angle Sensor,2031-01-01,2031
Magnetostrictive Regulator,Magnetostrictive Regulator,2031-01-01,2031
"Conducting Nanotubes Or Nanostructures Based Composites, Method Of Making Them And Applications","Conducting Nanotubes Or Nanostructures Based Composites, Method Of Making Them And Applications",2031-01-01,2031
BIOMARKER SENSOR SYSTEM AND METHOD FOR MULTI-COLOR IMAGING AND PROCESSING OF SINGLE-MOLECULE LIFE SIGNATURES,BIOMARKER SENSOR SYSTEM AND METHOD FOR MULTI-COLOR IMAGING AND PROCESSING OF SINGLE-MOLECULE LIFE SIGNATURES,2031-01-01,2031
A Nanotube Film Electrode and an Electroactive Device Fabricated with the Nanotube Film Electrode and Methods for Making Same,A Nanotube Film Electrode and an Electroactive Device Fabricated with the Nanotube Film Electrode and Methods for Making Same,2031-01-01,2031
True Shear Parallel Plate Viscometer,True Shear Parallel Plate Viscometer,2031-01-01,2031
Otoacoustic Protection In Biologically-Inspired Systems,Otoacoustic Protection In Biologically-Inspired Systems,2031-01-01,2031
A Novel Nanoionics-based Switch For Radiofrequency (RF) Applications,A Novel Nanoionics-based Switch For Radiofrequency (RF) Applications,2031-01-01,2031
Modulated Sine Waves for Differential Absorption Measurements Using a CW Laser System,Modulated Sine Waves for Differential Absorption Measurements Using a CW Laser System,2031-01-01,2031
Otoacoustic Protection In Biologically-Inspired Systems,Otoacoustic Protection In Biologically-Inspired Systems,2031-01-01,2031
Autonomic Autopoiesis,Autonomic Autopoiesis,2032-01-01,2032
V-Assembly Dual Head Efficiency Resonator (VADER) Laser Transmitter,V-Assembly Dual Head Efficiency Resonator (VADER) Laser Transmitter,2032-01-01,2032
Fine Control and Maintenance Algorithm for Visible Nulling Coronagraphy,Fine Control and Maintenance Algorithm for Visible Nulling Coronagraphy,2032-01-01,2032
Fractal Dielectric Microstrip Antenna using Patterned Substrate Material Geometries,Fractal Dielectric Microstrip Antenna using Patterned Substrate Material Geometries,2032-01-01,2032
Battery Fault Detection with Saturating Transformers,Battery Fault Detection with Saturating Transformers,2032-01-01,2032
Micro-Organ Device,Micro-Organ Device,2032-01-01,2032
"Coherent Doppler lidar for measuring altitude, ground velocity, and air velocity of aircraft and spaceborne vehicles","Coherent Doppler lidar for measuring altitude, ground velocity, and air velocity of aircraft and spaceborne vehicles",2032-01-01,2032
Vapor-Barrier Vacuum Isolation System,Vapor-Barrier Vacuum Isolation System,2032-01-01,2032
"A High Event Rate, Zero Dead Time, Multi-Stop Time-to-digital Converter Application Specific Integrated Circuit","A High Event Rate, Zero Dead Time, Multi-Stop Time-to-digital Converter Application Specific Integrated Circuit",2032-01-01,2032
Variable Visibility Glasses for Flight Training,Variable Visibility Glasses for Flight Training,2032-01-01,2032
Durable Joining Technology for Uniformly-Curved Composite Sandwich Structures,Durable Joining Technology for Uniformly-Curved Composite Sandwich Structures,2032-01-01,2032
A Synthetic Quadrature Phase Detector/Demodulator for Fourier Transform Spectrometers,A Synthetic Quadrature Phase Detector/Demodulator for Fourier Transform Spectrometers,2032-01-01,2032
New Photogrammetry System to Measure Relative 6-Degree-of-Freedom Motion Between Two Bodies Using Heterogeneous Cameras Having Arbitrary Wide-Angle Lenses with Non-Overlapping Fields of View,New Photogrammetry System to Measure Relative 6-Degree-of-Freedom Motion Between Two Bodies Using Heterogeneous Cameras Having Arbitrary Wide-Angle Lenses with Non-Overlapping Fields of View,2032-01-01,2032
Resolution enhanced pseudo random code technique,Resolution enhanced pseudo random code technique,2032-01-01,2032
Field-Deployable Spectral Estimator of Trichloroacetic Acid (TCAA) in Plants,Field-Deployable Spectral Estimator of Trichloroacetic Acid (TCAA) in Plants,2032-01-01,2032
Wafer Level Microchannel Fabrication Process for Lap-on-a-Chip Devices,Wafer Level Microchannel Fabrication Process for Lap-on-a-Chip Devices,2032-01-01,2032
Reactive Orthotropic Lattice Diffuser (ROLD) for Reducing Aerodynamic Noise from Aircraft Flap Tips,Reactive Orthotropic Lattice Diffuser (ROLD) for Reducing Aerodynamic Noise from Aircraft Flap Tips,2032-01-01,2032
Ground-to-Space Laser Calibration System,Ground-to-Space Laser Calibration System,2032-01-01,2032
Method For Ultraminiature Fiber Light Source,Method For Ultraminiature Fiber Light Source,2032-01-01,2032
Offset Compound Gear Inline Two-Speed Drive,Offset Compound Gear Inline Two-Speed Drive,2032-01-01,2032
"Device for Measuring the Thermal Conductivity of Small, Highly Insulating Materials","Device for Measuring the Thermal Conductivity of Small, Highly Insulating Materials",2032-01-01,2032
High Load Fully Retained Dynamic Cryogenic Seal,High Load Fully Retained Dynamic Cryogenic Seal,2032-01-01,2032
Catalytic Microtube Rocket Igniter,Catalytic Microtube Rocket Igniter,2032-01-01,2032
"Water Purification by High Voltage, Nanosecond, Non-Equilibrium Plasma: Applications to Human Spaceflight and Terrestrial Point-of-Use","Water Purification by High Voltage, Nanosecond, Non-Equilibrium Plasma: Applications to Human Spaceflight and Terrestrial Point-of-Use",2032-01-01,2032
Processing of Nanosensors Using a Sacrificial Template Approach,Processing of Nanosensors Using a Sacrificial Template Approach,2032-01-01,2032
Method to Increase Performance of Foil Bearings Through Passive Thermal Management,Method to Increase Performance of Foil Bearings Through Passive Thermal Management,2032-01-01,2032
Sampling and Control Circuit Board for an Inertial Measurement Unit,Sampling and Control Circuit Board for an Inertial Measurement Unit,2032-01-01,2032
High Speed Edge Detecting Circuit For Use With Linear Image Sensor,High Speed Edge Detecting Circuit For Use With Linear Image Sensor,2032-01-01,2032
Dopant Selective Reactive Ion Etching of Silicon Carbide,Dopant Selective Reactive Ion Etching of Silicon Carbide,2032-01-01,2032
Polyimide Aerogel Thin Films,Polyimide Aerogel Thin Films,2032-01-01,2032
Air Launch From A Towed Aircraft,Air Launch From A Towed Aircraft,2032-01-01,2032
High Speed Idle Engine Control Mode,High Speed Idle Engine Control Mode,2032-01-01,2032
In-situ three-dimensional shape rendering from strain values obtained through optical fiber sensors,In-situ three-dimensional shape rendering from strain values obtained through optical fiber sensors,2032-01-01,2032
Wireless Controlled Chalcogenide Nanoionic Radio Frequency Switch,Wireless Controlled Chalcogenide Nanoionic Radio Frequency Switch,2032-01-01,2032
Coherent Detector for Near-Angle Scattering and Polarization Characterization of Telescope Mirror Coatings,Coherent Detector for Near-Angle Scattering and Polarization Characterization of Telescope Mirror Coatings,2032-01-01,2032
Surface Enhanced Raman Scattering using Silica Whispering-Gallery Mode Resonators,Surface Enhanced Raman Scattering using Silica Whispering-Gallery Mode Resonators,2032-01-01,2032
FPGA Vision Data Architecture,FPGA Vision Data Architecture,2032-01-01,2032
Dry Snorkel Cold Immersion Suit for Hypothermia Prevention,Dry Snorkel Cold Immersion Suit for Hypothermia Prevention,2032-01-01,2032
A New Peak-Seeking Control Method,A New Peak-Seeking Control Method,2032-01-01,2032
Valve Health Monitoring System Utilizing Smart Instrumentation for Real Time and Historical Data Tracking,Valve Health Monitoring System Utilizing Smart Instrumentation for Real Time and Historical Data Tracking,2032-01-01,2032
In-situ Mechanical Property Measurements of Amorphous Carbon-boron Nitride Nanotube,In-situ Mechanical Property Measurements of Amorphous Carbon-boron Nitride Nanotube,2032-01-01,2032
Modeling of Laser Ablation and Plume Chemistry in a Boron Nitride Nanotube Production Rig,Modeling of Laser Ablation and Plume Chemistry in a Boron Nitride Nanotube Production Rig,2032-01-01,2032
Improvement of Crystalline Quality during Melt Growth of Semiconductors by Mechanically Induced Nucleation,Improvement of Crystalline Quality during Melt Growth of Semiconductors by Mechanically Induced Nucleation,2032-01-01,2032
Landing Gear Door Liners for Airframe Noise Reduction,Landing Gear Door Liners for Airframe Noise Reduction,2032-01-01,2032
Crimp Quality Assessment from Jaw Position-Ultrasonic Transmission Analysis,Crimp Quality Assessment from Jaw Position-Ultrasonic Transmission Analysis,2032-01-01,2032
Wireless Open-Circuit In-Plane Strain and Displacement Sensors Having No Electrical Connections,Wireless Open-Circuit In-Plane Strain and Displacement Sensors Having No Electrical Connections,2032-01-01,2032
Flap Side Edge Liners for Airframe Noise Reduction,Flap Side Edge Liners for Airframe Noise Reduction,2032-01-01,2032
Vectorized Rebinning Algorithm for Fast Data Down-Sampling,Vectorized Rebinning Algorithm for Fast Data Down-Sampling,2032-01-01,2032
Phase controlled magnetic mirror for wavefront correction,Phase controlled magnetic mirror for wavefront correction,2032-01-01,2032
Pre-Polymerase Chain Reaction Preparation Kit,Pre-Polymerase Chain Reaction Preparation Kit,2032-01-01,2032
"RFID Waveguide, Antenna, and Cavity Sensors","RFID Waveguide, Antenna, and Cavity Sensors",2032-01-01,2032
Flight Deck Technology and Procedure for Pilots to Generate Flight-Optimizing Trajectory Requests that Avoid Nearby Traffic,Flight Deck Technology and Procedure for Pilots to Generate Flight-Optimizing Trajectory Requests that Avoid Nearby Traffic,2032-01-01,2032
New method and device for digital to analog transformations and reconstructions of multichannel electrocardiograms,New method and device for digital to analog transformations and reconstructions of multichannel electrocardiograms,2032-01-01,2032
Crimp Quality Assessment from Jaw Position-Ultrasonic Transmission Analysis,Crimp Quality Assessment from Jaw Position-Ultrasonic Transmission Analysis,2032-01-01,2032
Locomotion of Amorphous Surface Robots,Locomotion of Amorphous Surface Robots,2032-01-01,2032
A Method of Creating Micro-scale Silver Telluride Grains Covered with Bismuth Nanospheres as Nano-bridges for Thermoelectric Application,A Method of Creating Micro-scale Silver Telluride Grains Covered with Bismuth Nanospheres as Nano-bridges for Thermoelectric Application,2032-01-01,2032
Arbitrary Shape Initialization of Fiber Optic Shape Sensing Systems,Arbitrary Shape Initialization of Fiber Optic Shape Sensing Systems,2032-01-01,2032
Closed Loop Temperature Control for the Thermal Stir Welding Process,Closed Loop Temperature Control for the Thermal Stir Welding Process,2032-01-01,2032
Partial Automated Alignment & Integration System,Partial Automated Alignment & Integration System,2032-01-01,2032
"High-current, high-voltage switch using non-hazardous liquid metals","High-current, high-voltage switch using non-hazardous liquid metals",2032-01-01,2032
Low Cost Telemetry System for Small/micro satellites,Low Cost Telemetry System for Small/micro satellites,2032-01-01,2032
"Easily Installed, In-situ Adaptable Flow Measurement Device and Method.","Easily Installed, In-situ Adaptable Flow Measurement Device and Method.",2032-01-01,2032
"Easily Installed, In-situ Adaptable Flow Measurement Device and Method.","Easily Installed, In-situ Adaptable Flow Measurement Device and Method.",2032-01-01,2032
Rocket Vent Design with Variable Flow Control and Rain Protection,Rocket Vent Design with Variable Flow Control and Rain Protection,2032-01-01,2032
Broadband planar impedance transformer,Broadband planar impedance transformer,2033-01-01,2033
Neutral mounting of whispering gallery mode resonators for suppression of acceleration-induced frequency fluctuations,Neutral mounting of whispering gallery mode resonators for suppression of acceleration-induced frequency fluctuations,2033-01-01,2033
Simple Laser-Communications Terminal for Downlink from Earth-Orbit at Rates Exceeding 10 Gb/s,Simple Laser-Communications Terminal for Downlink from Earth-Orbit at Rates Exceeding 10 Gb/s,2033-01-01,2033
"Impedance matched to vacuum, invisible-edge diffraction suppressed mirror","Impedance matched to vacuum, invisible-edge diffraction suppressed mirror",2033-01-01,2033
Electride Mediated Surface Enhanced Raman Spectroscopy,Electride Mediated Surface Enhanced Raman Spectroscopy,2033-01-01,2033
"Methods, Systems and Apparatuses for Radio Frequency Identification","Methods, Systems and Apparatuses for Radio Frequency Identification",2033-01-01,2033
OPTICAL WAVEGUIDE BRAGG GRATING WAVELENGTH SHIFT BY LIGHT INTERACTION WITH ACTIVE MATERIAL,OPTICAL WAVEGUIDE BRAGG GRATING WAVELENGTH SHIFT BY LIGHT INTERACTION WITH ACTIVE MATERIAL,2033-01-01,2033
Method and apparatus of multiplexing and acquiring data from multiple optical fibers using a single data channel of an optical frequency-domain reflectrometry (OFDR) system (Revised),Method and apparatus of multiplexing and acquiring data from multiple optical fibers using a single data channel of an optical frequency-domain reflectrometry (OFDR) system (Revised),2033-01-01,2033
A Novel Approach to Liquid Level Sensing Using Fiber Bragg Grating Technology,A Novel Approach to Liquid Level Sensing Using Fiber Bragg Grating Technology,2033-01-01,2033
Soft Decision Analyzer (SDA),Soft Decision Analyzer (SDA),2033-01-01,2033
SpaceCube v2.0 Flight Processor Card,SpaceCube v2.0 Flight Processor Card,2033-01-01,2033
A chemical formulation to stabilize urine and minimize the precipitation potential of minerals during distillation of urine,A chemical formulation to stabilize urine and minimize the precipitation potential of minerals during distillation of urine,2033-01-01,2033
Hydrostatic Hyperbaric Chamber,Hydrostatic Hyperbaric Chamber,2033-01-01,2033
Active Response Gravity Offload System - Vertical Software Release,Active Response Gravity Offload System - Vertical Software Release,2033-01-01,2033
ROBOT TASK COMMANDER WITH EXTENSIBLE PROGRAMMING ENVIRONMENT,ROBOT TASK COMMANDER WITH EXTENSIBLE PROGRAMMING ENVIRONMENT,2033-01-01,2033
"Methods, Systems and Apparatuses for Radio Frequency Identification","Methods, Systems and Apparatuses for Radio Frequency Identification",2033-01-01,2033
RFID Cavity,RFID Cavity,2033-01-01,2033
"Methods, Systems and Apparatuses for Radio Frequency Identification","Methods, Systems and Apparatuses for Radio Frequency Identification",2033-01-01,2033
Multimode Directional Coupler for Measurement and Utilization of Harmonic Frequencies from Traveling Wave Tube Amplifiers,Multimode Directional Coupler for Measurement and Utilization of Harmonic Frequencies from Traveling Wave Tube Amplifiers,2033-01-01,2033
Green Precision Cleaning System,Green Precision Cleaning System,2033-01-01,2033
Muti-function microposters inside of microfluidic channel for Lab-On-A-Chip device,Muti-function microposters inside of microfluidic channel for Lab-On-A-Chip device,2033-01-01,2033
